datetime,open,high,low,close,volume,code,ret_01,sector,ret_fwd
2024-09-24 13:30:00,116.51499938964844,117.27999877929688,116.4000015258789,117.22000122070312,8445116.0,NVDA
2024-09-24 13:31:00,117.22570037841797,117.26000213623047,116.69999694824219,116.81999969482422,1422519.0,NVDA
2024-09-24 13:32:00,116.82990264892578,117.0,116.66000366210938,116.92500305175781,1070933.0,NVDA
2024-09-24 13:33:00,116.92500305175781,117.12000274658203,116.73999786376953,116.7750015258789,982026.0,NVDA
2024-09-24 13:34:00,116.7750015258789,116.8499984741211,116.56999969482422,116.72000122070312,891109.0,NVDA
2024-09-24 13:35:00,116.70999908447266,116.87999725341797,116.5999984741211,116.8550033569336,834408.0,NVDA
2024-09-24 13:36:00,116.86000061035156,117.1500015258789,116.84010314941406,116.9000015258789,1464070.0,NVDA
2024-09-24 13:37:00,116.87999725341797,117.23999786376953,116.86000061035156,117.23500061035156,1182838.0,NVDA
2024-09-24 13:38:00,117.23999786376953,117.47000122070312,117.05000305175781,117.3740005493164,1577412.0,NVDA
2024-09-24 13:39:00,117.37999725341797,117.61000061035156,117.34529876708984,117.49600219726562,1573624.0,NVDA
2024-09-24 13:40:00,117.49500274658203,117.51000213623047,117.06999969482422,117.13999938964844,1228347.0,NVDA
2024-09-24 13:41:00,117.14990234375,117.3499984741211,117.06999969482422,117.21499633789062,795157.0,NVDA
2024-09-24 13:42:00,117.20999908447266,117.33000183105469,117.13999938964844,117.29000091552734,676428.0,NVDA
2024-09-24 13:43:00,117.29049682617188,117.33999633789062,117.1449966430664,117.1698989868164,632934.0,NVDA
2024-09-24 13:44:00,117.1719970703125,117.33000183105469,117.16000366210938,117.23500061035156,596178.0,NVDA
2024-09-24 13:45:00,117.23999786376953,117.32990264892578,117.1449966430664,117.2249984741211,581770.0,NVDA
2024-09-24 13:46:00,117.22000122070312,117.48999786376953,117.19010162353516,117.40499877929688,988787.0,NVDA
2024-09-24 13:47:00,117.40010070800781,117.55000305175781,117.2699966430664,117.38999938964844,936185.0,NVDA
2024-09-24 13:48:00,117.38999938964844,117.40499877929688,117.20999908447266,117.26010131835938,629069.0,NVDA
2024-09-24 13:49:00,117.26000213623047,117.29000091552734,116.9000015258789,117.0,1171624.0,NVDA
